   1.6804477e-01   0.0000000e+00   5.8965582e-01   5.1401661e-01   2.9864091e-01
   2.9864091e-01   2.8991565e-02   5.8965582e-01   5.2450792e-01   3.9912863e-01
   3.9912863e-01   1.7000310e-01   5.8965582e-01   5.3119512e-01   4.7298264e-01
   4.7298264e-01   3.2216805e-01   5.8965582e-01   5.3591581e-01   5.2677636e-01
   5.2677636e-01   4.0082797e-01   5.8965582e-01   5.3937697e-01   5.6601538e-01
   5.6601538e-01   4.5120970e-01   5.8965582e-01   5.4156362e-01   5.9379183e-01
   5.9379183e-01   5.0218966e-01   5.8965582e-01   5.4278994e-01   6.1264952e-01
   6.1264952e-01   5.4060308e-01   5.8965582e-01   5.4333727e-01   6.2473845e-01
   6.2473845e-01   5.6776265e-01   5.8965582e-01   5.4343101e-01   6.3184477e-01
   6.3184477e-01   5.8590607e-01   5.8965582e-01   5.4324653e-01   6.3542262e-01
   6.3542262e-01   5.9703501e-01   5.8965582e-01   5.4291011e-01   6.3661455e-01
   6.3661455e-01   6.0311271e-01   5.8965582e-01   5.4250503e-01   6.3627845e-01
   6.3627845e-01   6.0585905e-01   5.8965582e-01   5.4208365e-01   6.3503297e-01
   6.3503297e-01   6.0651110e-01   5.8965582e-01   5.4167765e-01   6.3330907e-01
   6.3330907e-01   6.0589568e-01   5.8965582e-01   5.4130499e-01   6.3139663e-01
   6.3139663e-01   6.0456236e-01   5.8965582e-01   5.4097453e-01   6.2948262e-01
   6.2948262e-01   6.0287422e-01   5.8965582e-01   5.4068925e-01   6.2768078e-01
   6.2768078e-01   6.0106693e-01   5.8965582e-01   5.4044842e-01   6.2605392e-01
   6.2605392e-01   5.9928907e-01   5.8965582e-01   5.4024907e-01   6.2463031e-01
   6.2463031e-01   5.9762990e-01   5.8965582e-01   5.4008701e-01   6.2341556e-01
   6.2341556e-01   5.9613829e-01   5.8965582e-01   5.3995751e-01   6.2240101e-01
   6.2240101e-01   5.9483571e-01   5.8965582e-01   5.3985577e-01   6.2156973e-01
   6.2156973e-01   5.9372532e-01   5.8965582e-01   5.3977720e-01   6.2090060e-01
   6.2090060e-01   5.9279852e-01   5.8965582e-01   5.3971761e-01   6.2037112e-01
   6.2037112e-01   5.9203963e-01   5.8965582e-01   5.3967327e-01   6.1995920e-01
   6.1995920e-01   5.9142933e-01   5.8965582e-01   5.3964099e-01   6.1964428e-01
   6.1964428e-01   5.9094700e-01   6.7581411e-02   5.2656622e-01   4.7086813e-01
   4.7086813e-01   5.9057242e-01   6.7581411e-02   5.1419866e-01   3.5535135e-01
   3.5535135e-01   5.6228360e-01   6.7581411e-02   5.0538329e-01   2.6762899e-01
   2.6762899e-01   4.2019604e-01   6.7581411e-02   4.9962221e-01   2.0334866e-01
   2.0334866e-01   2.9802480e-01   6.7581411e-02   4.9619498e-01   1.5823359e-01
   1.5823359e-01   2.0467064e-01   6.7581411e-02   4.9396251e-01   1.2700235e-01
   1.2700235e-01   1.5688004e-01   6.7581411e-02   4.9257659e-01   1.0578147e-01
   1.0578147e-01   1.2301834e-01   6.7581411e-02   4.9179424e-01   9.1761129e-02
   9.1761129e-02   9.8875437e-02   6.7581411e-02   4.9142425e-01   8.2865667e-02
   8.2865667e-02   8.2381077e-02   6.7581411e-02   4.9132469e-01   7.7560057e-02
   7.7560057e-02   7.1563855e-02   6.7581411e-02   4.9139439e-01   7.4718584e-02
   7.4718584e-02   6.4793381e-02   6.7581411e-02   4.9156293e-01   7.3525150e-02
   7.3525150e-02   6.0839587e-02   6.7581411e-02   4.9178236e-01   7.3395828e-02
   7.3395828e-02   5.8804467e-02   6.7581411e-02   4.9202085e-01   7.3919097e-02
   7.3919097e-02   5.8041755e-02   6.7581411e-02   4.9225808e-01   7.4810179e-02
   7.4810179e-02   5.8091957e-02   6.7581411e-02   4.9248179e-01   7.5876492e-02
   7.5876492e-02   5.8633002e-02   6.7581411e-02   4.9268525e-01   7.6991729e-02
   7.6991729e-02   5.9443189e-02   6.7581411e-02   4.9286545e-01   7.8076579e-02
   7.8076579e-02   6.0373473e-02   6.7581411e-02   4.9302181e-01   7.9084516e-02
   7.9084516e-02   6.1326844e-02   6.7581411e-02   4.9315527e-01   7.9991415e-02
   7.9991415e-02   6.2243075e-02   6.7581411e-02   4.9326762e-01   8.0788054e-02
   8.0788054e-02   6.3087513e-02   6.7581411e-02   4.9336108e-01   8.1474763e-02
   8.1474763e-02   6.3842912e-02   6.7581411e-02   4.9343803e-01   8.2057655e-02
   8.2057655e-02   6.4503548e-02   6.7581411e-02   4.9350079e-01   8.2546035e-02
   8.2546035e-02   6.5071015e-02   6.7581411e-02   4.9355154e-01   8.2950647e-02
   8.2950647e-02   6.5551282e-02   6.7581411e-02   4.9359226e-01   8.3282533e-02
   8.3282533e-02   6.5952665e-02   4.7535018e-01   5.0381890e-01   1.9957005e-01
   1.9957005e-01   6.6284462e-02   4.7535018e-01   5.1338977e-01   2.8962103e-01
   2.8962103e-01   9.2515475e-02   4.7535018e-01   5.2033028e-01   3.5817631e-01
   3.5817631e-01   1.9772989e-01   4.7535018e-01   5.2467397e-01   4.0801468e-01
   4.0801468e-01   3.0160237e-01   4.7535018e-01   5.2766348e-01   4.4382516e-01
   4.4382516e-01   3.5576969e-01   4.7535018e-01   5.2988735e-01   4.6974583e-01
   4.6974583e-01   3.8639566e-01   4.7535018e-01   5.3136653e-01   4.8818136e-01
   4.8818136e-01   4.1618308e-01   4.7535018e-01   5.3223877e-01   5.0084335e-01
